SUMLEVEL,GEOID,FILETYPE,year,tot_pop,male_pct,female_pct,age_median,tot_under18_pct,tot_18to64_pct,tot_65plus_pct,raceeth_white_pct,raceeth_aa_pct,raceeth_aian_pct,raceeth_asian_pct,raceeth_hpi_pct,raceeth_other_pct,raceeth_mult_pct,raceeth_hispanic_pct
140,14000US17031070700,2017e5,2017,4440,0.5349099099,0.4650900901,29.5,0.231981982,0.7290540541,0.038963964,0.6817567568,0.0668918919,0,0.0846846847,0,0,0.0182432432,0.1484234234
140,14000US17031071000,2017e5,2017,4437,0.5221996845,0.4778003155,20.9,0.0863195853,0.8812260536,0.0324543611,0.7998647735,0.0585981519,0.0015776426,0.0637818346,0,0.0015776426,0.0270453009,0.047554654
140,14000US17031071100,2017e5,2017,3200,0.501875,0.498125,25.7,0.1271875,0.8159375,0.056875,0.771875,0.0328125,0,0.0725,0.001875,0.0071875,0.0559375,0.0578125
140,14000US17031071200,2017e5,2017,1931,0.5147591921,0.4852408079,30.4,0.1589849819,0.730709477,0.1103055412,0.728120145,0.0414293112,0,0.0942516831,0,0,0.0243397204,0.1118591403
140,14000US17031071300,2017e5,2017,3747,0.4822524686,0.5177475314,30.9,0.1809447558,0.7144382172,0.104617027,0.8433413397,0.010942087,0,0.0835334935,0.0029356819,0,0.0048038431,0.0544435548
140,14000US17031071400,2017e5,2017,4749,0.5026321331,0.4973678669,34.3,0.0675931775,0.7940619078,0.1383449147,0.7628974521,0.0547483681,0,0.069698884,0,0,0.0301116024,0.0825436934
140,14000US17031071500,2017e5,2017,5915,0.4770921386,0.5229078614,31.5,0.0862214708,0.8285714286,0.0852071006,0.7950972105,0.0275570583,0,0.1024513948,0,0,0.0341504649,0.0407438715
140,14000US17031071600,2017e5,2017,1709,0.4897600936,0.5102399064,34.8,0.2445874781,0.5921591574,0.1632533645,0.7665301346,0.0883557636,0,0.0661205383,0,0,0.0397893505,0.039204213
140,14000US17031071700,2017e5,2017,1776,0.4808558559,0.5191441441,34.6,0.1542792793,0.722972973,0.1227477477,0.7421171171,0.0867117117,0.0045045045,0.0777027027,0,0.0191441441,0.0219594595,0.0478603604
140,14000US17031071800,2017e5,2017,2773,0.5113595384,0.4886404616,32.9,0.2239451857,0.6938333934,0.0822214208,0.7136675081,0.1208077894,0,0.0930400288,0,0,0.0360620267,0.036422647
